date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:48:28	61017/61017	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-ee59%22	https://super-admin.avidtemplates.com/3.3b3fac21.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/3.3b3fac21.jpg	(from https://super-admin.avidtemplates.com/user-timeline.html)
14:48:29	161789/161789	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-277fd%22	https://super-admin.avidtemplates.com/9.7c7cf3f4.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/9.7c7cf3f4.jpg	(from https://super-admin.avidtemplates.com/user-timeline.html)
14:48:29	47798/47798	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-bab6%22	https://super-admin.avidtemplates.com/4.febde36a.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/4.febde36a.jpg	(from https://super-admin.avidtemplates.com/user-timeline.html)
14:48:29	39799/39799	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-9b77%22	https://super-admin.avidtemplates.com/5.3b339843.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/5.3b339843.jpg	(from https://super-admin.avidtemplates.com/user-timeline.html)
14:48:30	26427/26427	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-673b%22	https://super-admin.avidtemplates.com/6.52e405b0.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/6.52e405b0.jpg	(from https://super-admin.avidtemplates.com/user-timeline.html)
14:48:30	40589/40589	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-9e8d%22	https://super-admin.avidtemplates.com/7.137f64ba.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/7.137f64ba.jpg	(from https://super-admin.avidtemplates.com/user-timeline.html)
14:48:31	53037/53037	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-cf2d%22	https://super-admin.avidtemplates.com/14.ba0b3482.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/14.ba0b3482.jpg	(from https://super-admin.avidtemplates.com/mail.html)
14:48:31	4296/4296	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22676d17c2-10c8%22	https://super-admin.avidtemplates.com/coming-soon.e93b75fc.svg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/coming-soon.e93b75fc.svg	(from https://super-admin.avidtemplates.com/todo-lists.html)
14:48:32	149203/149203	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-246d3%22	https://super-admin.avidtemplates.com/1.5fa825b8.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/1.5fa825b8.jpg	(from https://super-admin.avidtemplates.com/figures.html)
14:48:32	439701/439701	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-6b595%22	https://super-admin.avidtemplates.com/2.351fcca6.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/2.351fcca6.jpg	(from https://super-admin.avidtemplates.com/figures.html)
14:48:32	12483/12483	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22676d17c2-30c3%22	https://super-admin.avidtemplates.com/fluid.319c345d.svg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/fluid.319c345d.svg	(from https://super-admin.avidtemplates.com/images.html)
14:48:33	5730/5730	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22676d17c2-1662%22	https://super-admin.avidtemplates.com/thumbnail.0b288a13.svg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/thumbnail.0b288a13.svg	(from https://super-admin.avidtemplates.com/images.html)
14:48:33	210179/210179	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-33503%22	https://super-admin.avidtemplates.com/4.eb916d16.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/4.eb916d16.jpg	(from https://super-admin.avidtemplates.com/card.html)
14:48:34	163682/163682	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-27f62%22	https://super-admin.avidtemplates.com/6.05012ab2.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/6.05012ab2.jpg	(from https://super-admin.avidtemplates.com/card.html)
14:48:37	366964/366964	---M--	200	added ('OK')	image/jpeg	etag:%22676d17c2-59974%22	https://super-admin.avidtemplates.com/7.b0816b06.jpg	C:/My%20Web%20Sites/Laravel%20Auth%20Template/super-admin.avidtemplates.com/7.b0816b06.jpg	(from https://super-admin.avidtemplates.com/carousel.html)
